r[0],r[1],r[2],t[0],t[1],t[2]
-1.79288,-7.13551,29.0902,0.378312,-0.380397,0.843906
-1.41457,-7.51591,29.9341,0.261146,-0.0925701,0.960851
-1.15343,-7.60848,30.895,0.470485,-0.338791,0.814779
-0.68294,-7.94727,31.7097,0.20228,-0.738867,0.642774
-0.48066,-8.68614,32.3525,0.192034,-0.551305,0.811903
-0.288626,-9.23744,33.1644,0.348715,-0.556201,0.754347
0.0600882,-9.79364,33.9188,0.552144,-0.427278,0.71594
0.612232,-10.2209,34.6347,0.506079,-0.167097,0.846146
1.11831,-10.388,35.4808,0.469888,-0.284596,0.83559
1.5882,-10.6726,36.3164,0.251203,0.098175,0.962943
1.8394,-10.5744,37.2794,0.390672,0.0672668,0.918069
2.23007,-10.5072,38.1974,0.665153,0.515974,0.539762
2.89523,-9.9912,38.7372,0.64177,-0.145531,0.752962
3.537,-10.1367,39.4902,0.690131,-0.00045715,0.723685
4.22713,-10.1372,40.2139,0.970588,0.0976111,0.220071
5.19771,-10.0396,40.4339,0.886732,0.336727,0.316735
6.08445,-9.70285,40.7507,0.922484,0.360108,0.139089
7.00693,-9.34274,40.8897,0.964294,0.264832,0.00125223
7.97122,-9.07791,40.891,0.902125,-0.431363,0.00978184
8.87335,-9.50927,40.9008,0.813948,-0.50243,0.291638
9.6873,-10.0117,41.1924,0.468443,-0.758547,0.452954
10.1557,-10.7703,41.6454,0.468867,-0.863185,0.187287
10.6246,-11.6334,41.8327,0.944289,-0.313521,0.100118
11.5689,-11.947,41.9328,0.965339,-0.259939,-0.0235084
12.5342,-12.2069,41.9093,0.983668,-0.130567,-0.123894
13.5179,-12.3375,41.7854,0.792172,-0.608141,-0.0512586
14.3101,-12.9456,41.7341,0.59829,-0.7873,0.149023
14.9084,-13.7329,41.8831,0.779749,-0.625057,0.0359919
15.6881,-14.358,41.9191,0.662696,-0.642498,-0.384746
16.3508,-15.0005,41.5344,0.644822,-0.245397,-0.723868
16.9956,-15.2459,40.8105,0.236609,-0.10495,-0.96592
17.2322,-15.3508,39.8446,0.0982475,0.266738,-0.958748
17.3305,-15.0841,38.8859,0.628527,0.00266389,-0.777783
17.959,-15.0814,38.1081,0.652047,-0.148069,-0.74358
18.6111,-15.2295,37.3645,0.588148,0.406862,-0.69896
19.1992,-14.8226,36.6655,0.671513,0.0213581,-0.740685
19.8707,-14.8013,35.9248,0.852787,-0.344049,-0.392918
20.7235,-15.1453,35.5319,0.93268,0.0608679,-0.355532
21.6562,-15.0844,35.1764,0.972956,-0.0657713,-0.221431
22.6291,-15.1502,34.955,0.727466,-0.495566,-0.474561
23.3566,-15.6458,34.4804,0.793867,-0.533744,-0.291364
24.1505,-16.1795,34.189,0.577671,-0.755369,-0.309377
24.7282,-16.9349,33.8797,0.841148,-0.538283,0.0521713
25.5693,-17.4732,33.9318,0.792393,-0.603264,-0.0904744
26.3617,-18.0764,33.8414,0.74666,-0.576701,-0.331535
27.1084,-18.6531,33.5098,0.777999,-0.175405,-0.603283
27.8864,-18.8285,32.9065,0.429197,-0.599887,-0.675222
28.3155,-19.4284,32.2313,0.567641,-0.144911,-0.810422
28.8832,-19.5733,31.4209,0.879378,0.170779,-0.444443
29.7626,-19.4026,30.9765,0.954814,-0.0309204,-0.29559
30.7174,-19.4335,30.6809,0.732958,-0.504524,-0.45632
31.4503,-19.938,30.2245,0.626672,-0.646381,-0.435286
32.077,-20.5844,29.7893,0.594687,-0.795827,-0.114049
32.6717,-21.3802,29.6752,0.325485,-0.930606,0.167427
32.9972,-22.3108,29.8426,0.00570121,-0.985373,0.170315
33.0029,-23.2962,30.0129,-0.0051024,-0.997527,0.070096
32.9978,-24.2937,30.083,-0.069498,-0.997484,0.0140076
32.9283,-25.2912,30.0971,0.128818,-0.971789,-0.197567
33.0571,-26.263,29.8995,-0.333836,-0.932941,0.134815
32.7233,-27.1959,30.0343,-0.622012,-0.755716,0.204925
32.1013,-27.9516,30.2392,-0.238232,-0.966617,-0.0943233
31.863,-28.9183,30.1449,-0.453057,-0.744658,-0.490127
31.41,-29.6629,29.6548,-0.0104526,-0.661564,-0.749815
31.3995,-30.3245,28.905,-0.196997,-0.615218,-0.763347
31.2025,-30.9397,28.1416,0.397592,-0.58896,-0.703595
31.6001,-31.5287,27.438,-0.138374,-0.289174,-0.947223
31.4617,-31.8178,26.4908,0,0,0
