r[0],r[1],r[2],t[0],t[1],t[2]
30.8298,-4.9805,1.96308,0.948147,-0.0468625,-0.314359
31.778,-5.02737,1.64872,0.887571,-0.203535,-0.413269
32.6655,-5.2309,1.23545,0.818951,0.0576152,-0.570963
33.4845,-5.17329,0.664489,0.991249,0.130531,-0.0196973
34.4757,-5.04276,0.644792,0.672781,0.387733,-0.630103
35.1485,-4.65502,0.0146892,0.16099,0.502861,-0.849242
35.3095,-4.15216,-0.834553,0.461496,0.385404,-0.799053
35.771,-3.76676,-1.63361,0.727131,0.107495,-0.678031
36.4981,-3.65926,-2.31164,0.852969,0.00820967,-0.521897
37.3511,-3.65105,-2.83353,0.348855,0.203288,-0.914863
37.6999,-3.44777,-3.7484,0.757452,0.407143,-0.510393
38.4574,-3.04062,-4.25879,0.804293,-0.0760366,-0.589348
39.2617,-3.11666,-4.84814,0.976179,-0.210315,0.0533198
40.2379,-3.32697,-4.79482,0.987164,-0.106877,-0.118675
41.225,-3.43385,-4.91349,0.948735,-0.0591588,0.310486
42.1738,-3.49301,-4.60301,0.70068,-0.346209,0.623849
42.8744,-3.83922,-3.97916,0.950061,-0.259241,0.173718
43.8245,-4.09846,-3.80544,0.943451,-0.00711076,0.331436
44.768,-4.10557,-3.474,0.745693,-0.604433,0.280362
45.5137,-4.71,-3.19364,0.857874,-0.221595,0.463625
46.3715,-4.9316,-2.73002,0.873571,-0.2106,0.438773
47.2451,-5.1422,-2.29124,0.775772,-0.385329,0.499699
48.0209,-5.52753,-1.79155,0.799649,-0.57887,0.159595
48.8205,-6.1064,-1.63195,0.894667,-0.425183,0.13708
49.7152,-6.53158,-1.49487,0.984502,-0.162639,-0.0656113
50.6997,-6.69422,-1.56048,0.933242,-0.314025,-0.174494
51.6329,-7.00824,-1.73498,0.965653,-0.0185334,-0.259172
52.5986,-7.02678,-1.99415,0.867654,0.31139,-0.387574
53.4662,-6.71539,-2.38172,0.804346,0.468618,-0.365273
54.2706,-6.24677,-2.74699,0.823166,0.214512,-0.525721
55.0937,-6.03226,-3.27271,0.815139,0.436818,-0.380445
55.9089,-5.59544,-3.65316,0.990976,0.110458,-0.0759317
56.8999,-5.48498,-3.72909,0.992656,-0.0785908,0.0919604
57.8925,-5.56357,-3.63713,0.991578,-0.122471,-0.0421074
58.8841,-5.68604,-3.67924,0.923621,0.257095,0.2843
59.8077,-5.42895,-3.39494,0.757922,0.652311,-0.00670302
60.5656,-4.77664,-3.40164,0.933473,0.280647,-0.223306
61.4991,-4.49599,-3.62495,0.976765,0.15071,-0.152372
62.4759,-4.34528,-3.77732,0.968398,0.110141,0.223773
63.4443,-4.23514,-3.55355,0.922322,-0.276231,-0.270221
64.3666,-4.51137,-3.82377,0.963067,-0.254226,-0.088723
65.3297,-4.7656,-3.91249,0.799447,-0.500905,-0.331629
66.1291,-5.2665,-4.24412,0.740158,-0.624856,-0.248439
66.8693,-5.89136,-4.49256,0.924835,-0.300061,-0.233758
67.7941,-6.19142,-4.72632,0.644667,-0.231385,-0.728605
68.4388,-6.4228,-5.45492,0.628388,-0.536979,-0.562834
69.0672,-6.95978,-6.01775,0.663738,-0.655796,-0.359701
69.7309,-7.61558,-6.37745,0.929736,-0.367415,-0.0244465
70.6606,-7.98299,-6.4019,0.754576,-0.64367,-0.127687
71.4152,-8.62666,-6.52959,0.830831,-0.464149,-0.307059
72.246,-9.09081,-6.83665,0.97862,-0.0903531,-0.184767
73.2247,-9.18117,-7.02141,0.956832,-0.275194,0.0934873
74.1815,-9.45636,-6.92793,0.681258,-0.357812,0.638637
74.8628,-9.81417,-6.28929,0.855511,-0.0197041,0.51741
75.7183,-9.83388,-5.77188,0.97525,0.196135,0.102074
76.6935,-9.63774,-5.66981,0.686038,0.682405,-0.252342
77.3795,-8.95534,-5.92215,0.488561,0.798478,-0.351768
77.8681,-8.15686,-6.27392,0.36123,0.799916,-0.479216
78.2293,-7.35694,-6.75313,0.722172,0.68631,-0.0862892
78.9515,-6.67063,-6.83942,0.612313,0.350616,-0.70862
79.5638,-6.32002,-7.54804,0.566213,0.551467,-0.612607
80.13,-5.76855,-8.16065,0.419592,0.0580591,-0.905854
80.5496,-5.71049,-9.0665,0.25616,-0.202933,-0.945093
80.8058,-5.91342,-10.0116,0,0,0
