stats,L,kappa,f,g,E,Tb,X,Y,Z,Xsign(Z),Zsign(X),R,R2,Rg2,Sxx,Syy,Szz,Sxy,Sxz,Syz,Sq

mean,200,4.23096,0.0573966,1.387,-17375.8,5.84089,126.301,-0.0331722,126.295,126.301,126.295,178.617,31904.2,3052.63,1526.76,0.150874,1525.5,-1.19896,1398.04,-1.26091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
std/sqrt(number of polymer),NA,NA,NA,NA,8.1713,0.256362,0.098402,0.14564,0.113111,0.098402,0.113111,0.0839025,29.9679,1.95945,2.21817,0.0299501,2.51136,1.71699,1.26383,1.73673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000187483,0.000237282,0.00045603,9.96075e-05,0.000353045,0.00038766,5.99932e-05,0.000481025,0.000283137,0.000123272,0.000645513,0.000143746,0.000348231,0.000693533,3.19326e-05,0.000742339,0.000675675,9.37156e-05,0.00127313,0.000680736,0.000719244,0.00274103,0.00143523,0.00469415,0.00861351,0.0121807,0.0342703,0.0454856,0.0818278,0.0653216,0.0519153,0.0429098,0.049696,0.0450407,0.0468123,0.0471392,0.0303162,0.039623,0.0347244,0.0444397,0.0353748,0.0386557,0.0272556,0.0294892,0.023987,0.0253258,0.023559,0.0250861,0.0263396,0.0240687,0.0290715
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000269965,0.000464718,0.000110051,0.00035712,0.000397034,8.03834e-05,0.00051579,0.000321933,0.000150299,0.0006811,0.000163445,0.000348009,0.000712952,4.22476e-05,0.000695749,0.00071226,7.72044e-05,0.0011707,0.00057466,0.00049301,0.0021665,0.000794876,0.00296483,0.00544653,0.00558609,0.0204985,0.028715,0.0651854,0.07661,0.0826443,0.0398518,0.0487472,0.0677603,0.0391372,0.0437544,0.0428046,0.0466002,0.0482342,0.0406779,0.0352043,0.0307164,0.0276401,0.0297437,0.02898,0.0335576,0.0290737,0.0347948,0.0297752,0.0303756,0.0307751,0.0264368
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000494653,0.00015383,0.000404694,0.000476383,0.00013659,0.000594314,0.000378577,0.0001913,0.000727074,0.000204539,0.000364,0.000803074,6.90002e-05,0.000710892,0.000734883,6.5376e-05,0.00118073,0.000531329,0.000396823,0.00188516,0.000449346,0.00199147,0.00382037,0.00236089,0.0115992,0.0162011,0.0394929,0.0700396,0.0934348,0.071444,0.0540713,0.0590916,0.0522833,0.0454989,0.0655905,0.0444977,0.0480081,0.0319949,0.0381729,0.0317034,0.0410411,0.0356633,0.0424546,0.0376012,0.0351601,0.0358516,0.0284027,0.0300351,0.0252702,0.024113,0.0218334
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000250738,0.000520687,0.000603955,0.00022047,0.000680456,0.000457392,0.000251067,0.000811443,0.000292681,0.000455659,0.000904163,0.000113111,0.000770165,0.000795093,8.05144e-05,0.00128242,0.000532355,0.000378374,0.00177982,0.000295291,0.00144841,0.00300323,0.000915272,0.00686279,0.00885868,0.0190505,0.0504843,0.0746947,0.110353,0.075375,0.0424734,0.0769033,0.0635906,0.0566047,0.0468776,0.0397923,0.047639,0.0462659,0.0490296,0.0491512,0.0416374,0.0447537,0.0329699,0.0339568,0.027629,0.0255754,0.024588,0.0210806,0.0225946,0.0182907,0.019384
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006805,0.00073789,0.000313721,0.000807866,0.000587218,0.000368923,0.000983923,0.000414132,0.000590326,0.00101297,0.000195198,0.000900921,0.00093906,0.000167285,0.00138095,0.000598415,0.000423941,0.0018247,0.000251536,0.00124361,0.00256784,0.000290542,0.00461969,0.00516308,0.00773373,0.0303819,0.0440139,0.112951,0.100679,0.0764404,0.0734512,0.0759976,0.0428307,0.064301,0.0540616,0.0699866,0.0520776,0.0571695,0.0407827,0.0408662,0.033624,0.029458,0.0290685,0.0239698,0.0275835,0.0233327,0.0257451,0.0253819,0.0221499,0.0261025,0.0232706
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000899892,0.000461434,0.00105858,0.000784798,0.00056516,0.00122346,0.000548518,0.000741399,0.0012346,0.000349728,0.00115118,0.00111572,0.000296107,0.00153426,0.000750497,0.000560495,0.00197353,0.000289644,0.00125788,0.00240692,5.08008e-05,0.00359875,0.0035296,0.00278766,0.0171098,0.0203519,0.07772,0.105836,0.143276,0.0623277,0.0699906,0.0823793,0.0766408,0.0799638,0.061138,0.052049,0.044381,0.0353911,0.039028,0.0307204,0.0372874,0.0312577,0.0341446,0.0356921,0.031178,0.0368312,0.0314591,0.0315129,0.0341191,0.0294412,0.0326698
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000740832,0.00142141,0.00103176,0.00082332,0.00151403,0.00075294,0.00102547,0.00161222,0.00058077,0.00148318,0.00132157,0.000487389,0.00190675,0.000967893,0.000780774,0.00222726,0.000446178,0.00148368,0.00252831,5.486e-05,0.00324914,0.00298147,0.000968915,0.0106003,0.00836128,0.0374844,0.0836001,0.158982,0.111289,0.0833428,0.127121,0.0722333,0.0764998,0.0455156,0.0569659,0.0414022,0.0534011,0.0473656,0.048807,0.0525112,0.043168,0.0509788,0.0443872,0.0427635,0.0454459,0.0366834,0.0399726,0.0381728,0.0337133,0.0364765,0.0307992
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00182774,0.00135769,0.00119202,0.0019658,0.00112957,0.00155088,0.00205056,0.000893349,0.00192744,0.00171064,0.000893166,0.0024859,0.00128944,0.00116725,0.00277858,0.000814348,0.00202459,0.00297054,0.000310805,0.00355947,0.00304482,0.000539457,0.00820677,0.00387381,0.0140892,0.0514629,0.100837,0.200315,0.146151,0.0940089,0.0872105,0.0652094,0.0800936,0.0768282,0.0721458,0.0818879,0.0642037,0.0722999,0.0618997,0.0554475,0.0600269,0.0470999,0.0489846,0.0455919,0.0377819,0.0422375,0.035934,0.0334881,0.0344131,0.0281529,0.0297617
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00189834,0.0018167,0.00270507,0.00171043,0.00227627,0.00259316,0.00144163,0.00272425,0.00245402,0.00163314,0.003276,0.00196675,0.0020407,0.00385931,0.00151758,0.00302688,0.00393786,0.00101472,0.00472922,0.00369604,0.00100647,0.0083419,0.00284216,0.00599875,0.0294307,0.0334836,0.21341,0.211319,0.0908784,0.149892,0.114637,0.145182,0.100393,0.109032,0.0910543,0.0744031,0.0782256,0.057888,0.0577546,0.0547077,0.04203,0.0459096,0.0380751,0.0342155,0.0372113,0.028912,0.0291726,0.0283219,0.0233914,0.0259128,0.0227491
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00281504,0.00375023,0.00253043,0.0032959,0.00361435,0.00253199,0.00412448,0.00365788,0.00283343,0.00474759,0.00335346,0.00373331,0.00561958,0.00280716,0.00495168,0.0058539,0.0026282,0.0072129,0.00541255,0.00296299,0.0109966,0.00395431,0.00619771,0.0225832,0.00410818,0.122806,0.214299,0.336978,0.213613,0.203041,0.158026,0.104235,0.110287,0.0723461,0.0676842,0.0626027,0.0440196,0.0486122,0.0398166,0.0323611,0.0362575,0.0273568,0.0274431,0.0277332,0.020592,0.0230615,0.0209456,0.0179207,0.0202057,0.016477,0.0159341
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00520493,0.00386479,0.00508378,0.0054981,0.00439923,0.00629625,0.00554593,0.00494265,0.00754555,0.00562646,0.00648396,0.0084418,0.00529456,0.00874462,0.00922665,0.00600383,0.0121122,0.00919739,0.00816424,0.0175153,0.00841855,0.01438,0.0290743,0.00400652,0.0603807,0.178408,0.772782,0.215254,0.213757,0.0988543,0.0817247,0.0756804,0.0427382,0.0490377,0.0387388,0.0284328,0.0341208,0.0240459,0.0224131,0.0249407,0.0173413,0.0197012,0.0180652,0.0137006,0.0170364,0.0140723,0.0127293,0.0143179,0.0111139,0.0117666,0.012216
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00618659,0.00808934,0.00826989,0.00717172,0.00957196,0.00850505,0.00860851,0.0117649,0.00890732,0.010928,0.0130414,0.00990657,0.0153479,0.0145886,0.0126099,0.0209566,0.0164819,0.0193959,0.0301362,0.020027,0.0369588,0.0502935,0.0325184,0.121686,0.17864,1,0.17864,0.121686,0.0325184,0.0502935,0.0369588,0.020027,0.0301362,0.0193959,0.0164819,0.0209566,0.0126099,0.0145886,0.0153479,0.00990657,0.0130414,0.010928,0.00890732,0.0117649,0.00860851,0.00850505,0.00957196,0.00717172,0.00826989,0.00808934,0.00618659
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012216,0.0117666,0.0111139,0.0143179,0.0127293,0.0140723,0.0170364,0.0137006,0.0180652,0.0197012,0.0173413,0.0249407,0.0224131,0.0240459,0.0341208,0.0284328,0.0387388,0.0490377,0.0427382,0.0756804,0.0817247,0.0988543,0.213757,0.215254,0.772782,0.178408,0.0603807,0.00400652,0.0290743,0.01438,0.00841855,0.0175153,0.00816424,0.00919739,0.0121122,0.00600383,0.00922665,0.00874462,0.00529456,0.0084418,0.00648396,0.00562646,0.00754555,0.00494265,0.00554593,0.00629625,0.00439923,0.0054981,0.00508378,0.00386479,0.00520493
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0159341,0.016477,0.0202057,0.0179207,0.0209456,0.0230615,0.020592,0.0277332,0.0274431,0.0273568,0.0362575,0.0323611,0.0398166,0.0486122,0.0440196,0.0626027,0.0676842,0.0723461,0.110287,0.104235,0.158026,0.203041,0.213613,0.336978,0.214299,0.122806,0.00410818,0.0225832,0.00619771,0.00395431,0.0109966,0.00296299,0.00541255,0.0072129,0.0026282,0.0058539,0.00495168,0.00280716,0.00561958,0.00373331,0.00335346,0.00474759,0.00283343,0.00365788,0.00412448,0.00253199,0.00361435,0.0032959,0.00253043,0.00375023,0.00281504
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227491,0.0259128,0.0233914,0.0283219,0.0291726,0.028912,0.0372113,0.0342155,0.0380751,0.0459096,0.04203,0.0547077,0.0577546,0.057888,0.0782256,0.0744031,0.0910543,0.109032,0.100393,0.145182,0.114637,0.149892,0.0908784,0.211319,0.21341,0.0334836,0.0294307,0.00599875,0.00284216,0.0083419,0.00100647,0.00369604,0.00472922,0.00101472,0.00393786,0.00302688,0.00151758,0.00385931,0.0020407,0.00196675,0.003276,0.00163314,0.00245402,0.00272425,0.00144163,0.00259316,0.00227627,0.00171043,0.00270507,0.0018167,0.00189834
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0297617,0.0281529,0.0344131,0.0334881,0.035934,0.0422375,0.0377819,0.0455919,0.0489846,0.0470999,0.0600269,0.0554475,0.0618997,0.0722999,0.0642037,0.0818879,0.0721458,0.0768282,0.0800936,0.0652094,0.0872105,0.0940089,0.146151,0.200315,0.100837,0.0514629,0.0140892,0.00387381,0.00820677,0.000539457,0.00304482,0.00355947,0.000310805,0.00297054,0.00202459,0.000814348,0.00277858,0.00116725,0.00128944,0.0024859,0.000893166,0.00171064,0.00192744,0.000893349,0.00205056,0.00155088,0.00112957,0.0019658,0.00119202,0.00135769,0.00182774
