stats,L,kappa,f,g,E,Tb,X,Y,Z,Xsign(Z),Zsign(X),R,R2,Rg2,Sxx,Syy,Szz,Sxy,Sxz,Syz,Sq

mean,100,2.12699,0.295079,1.97209,-6139.55,4.21851,63.0676,0.15565,62.8495,63.0676,62.8495,89.0426,7928.73,765.111,382.841,0.102969,381.955,0.497187,349.814,0.437062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
std/sqrt(number of polymer),NA,NA,NA,NA,3.36939,0.0960619,0.0841458,0.108688,0.0957239,0.0841458,0.0957239,0.0584835,10.4095,0.594819,1.04222,0.0121776,1.08859,0.71128,0.405087,0.702052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 qB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.5708,-1.50796,-1.44513,-1.3823,-1.31947,-1.25664,-1.19381,-1.13097,-1.06814,-1.00531,-0.942478,-0.879646,-0.816814,-0.753982,-0.69115,-0.628319,-0.565487,-0.502655,-0.439823,-0.376991,-0.314159,-0.251327,-0.188496,-0.125664,-0.0628319,1.38778e-16,0.0628319,0.125664,0.188496,0.251327,0.314159,0.376991,0.439823,0.502655,0.565487,0.628319,0.69115,0.753982,0.816814,0.879646,0.942478,1.00531,1.06814,1.13097,1.19381,1.25664,1.31947,1.3823,1.44513,1.50796,1.5708
 tts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.978694,0.980355,0.979003,0.978731,0.977186,0.97565,0.973476,0.972044,0.970518,0.968505,0.965609,0.961566,0.960674,0.956756,0.952579,0.949279,0.944082,0.942802,0.936082,0.931153,0.926819,0.921865,0.916741,0.910717,0.904109,0.898522,0.890544,0.886665,0.877585,0.869905,0.865373,0.857188,0.849847,0.841784,0.834578,0.824752,0.816096,0.805996,0.801477,0.790262,0.780413,0.771888,0.760479,0.753622,0.741657,0.733643,0.721579,0.710695,0.701518,0.689991
std_tts/sqrt(number of polymer),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000485161,0.000797741,0.000594271,0.000459988,0.000610435,0.000634892,0.000769069,0.00056895,0.000416756,0.000471126,0.000776332,0.000604328,0.000496972,0.000498455,0.000707053,0.000737924,0.000689152,0.000528406,0.000673179,0.000846163,0.000811423,0.000666713,0.000782905,0.000880152,0.000813212,0.000860546,0.000726979,0.000744668,0.000797211,0.000850629,0.000794804,0.000847556,0.000801749,0.000909307,0.000992222,0.000960741,0.000938367,0.000979785,0.00113413,0.00110147,0.00112465,0.00128493,0.00127622,0.00141791,0.00145258,0.00163725,0.00169635,0.00179116,0.00191488,0.00199716
 r(for tts),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0002092,0.000104637,0.000215518,9.74494e-05,0.000132085,0.000187328,5.30446e-05,0.000153749,0.00019531,4.90652e-05,0.000151666,0.000191016,7.69883e-05,0.000344896,0.000169151,0.00028344,0.000696365,0.000245108,0.00062857,0.000743611,0.000748516,0.00165619,0.00210755,0.00361527,0.00613544,0.0083604,0.012764,0.0143483,0.0202264,0.0273785,0.0316472,0.0335736,0.0244244,0.0207809,0.0242582,0.0268096,0.0269912,0.0174424,0.0173814,0.0236452,0.0198297,0.0208535,0.0275056,0.0217839,0.0191303,0.0193679,0.0161381,0.0191177,0.0171186,0.0177018,0.0183644
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06906e-05,0.000201147,0.000127334,0.000102591,0.00025546,6.38867e-05,0.00021721,0.000202869,4.95128e-05,0.00017998,0.000188398,7.28784e-05,0.00034398,0.000120451,0.000192395,0.000608105,0.000232206,0.000462995,0.000654831,0.00042171,0.00137723,0.00119307,0.00225769,0.00404504,0.00540572,0.0100126,0.0116958,0.0151306,0.0227848,0.0272326,0.0373311,0.0306579,0.026312,0.0207624,0.0251447,0.0303592,0.023483,0.0180944,0.0206737,0.0225634,0.0212134,0.026006,0.0253927,0.0192593,0.0219915,0.0189176,0.0161602,0.0183602,0.0178639,0.0217603,0.0195797
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0003038,0.000148249,0.000125305,0.00034733,6.19795e-05,0.000253594,0.000191402,5.08982e-05,0.000289394,0.000109796,6.9323e-05,0.000318561,0.000101181,0.000196681,0.000379322,0.000214962,0.000526069,0.000525308,0.000278486,0.00104798,0.000863965,0.00115256,0.00292867,0.00308271,0.00694952,0.00946586,0.0113943,0.0178487,0.0211702,0.0339735,0.0351133,0.0340952,0.0236868,0.0235896,0.026317,0.0306829,0.0241562,0.0163598,0.0233422,0.0257317,0.0212152,0.0267591,0.0259125,0.0203792,0.0205306,0.0155841,0.0194244,0.0212232,0.0210062,0.0207703,0.017917
Sq2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000139952,0.000178308,0.000335079,5.55338e-05,0.000245263,0.000199427,5.63089e-05,0.000308545,7.70649e-05,7.6753e-05,0.000280474,8.30402e-05,0.000197673,0.000281157,0.000142498,0.000557371,0.000405366,0.000236054,0.000705231,0.000765396,0.000646791,0.00206926,0.00177373,0.00421632,0.00706058,0.0086097,0.0136337,0.015899,0.0261189,0.0342817,0.0386833,0.0322485,0.0261672,0.0219843,0.0315834,0.0298482,0.0209309,0.020584,0.0257349,0.0233885,0.0255433,0.0301693,0.0208908,0.0197564,0.0206827,0.018258,0.0225818,0.01979,0.0221732,0.0201097,0.0203179
