r[0],r[1],r[2],t[0],t[1],t[2]
20.6115,0.904172,68.5464,0.56102,-0.0388133,0.826892
21.1725,0.865359,69.3733,0.467374,0.0520004,0.882529
21.6398,0.917359,70.2559,0.585145,0.00858378,0.810883
22.225,0.925943,71.0667,0.554244,-0.0375612,0.831506
22.7792,0.888382,71.8982,0.527737,-0.127458,0.839791
23.307,0.760924,72.738,0.590539,-0.0718313,0.803806
23.8975,0.689092,73.5418,0.616448,0.0276394,0.786911
24.514,0.716732,74.3287,0.528604,-0.0794396,0.845143
25.0426,0.637292,75.1739,0.559039,0.0125869,0.829046
25.6016,0.649879,76.0029,0.586259,0.0202441,0.809871
26.1879,0.670123,76.8128,0.578277,0.0886636,0.811008
26.7661,0.758787,77.6238,0.712063,0.0258435,0.70164
27.4782,0.78463,78.3255,0.571972,-0.00608944,0.82025
28.0502,0.778541,79.1457,0.600299,-0.0553786,0.797856
28.6505,0.723162,79.9436,0.693713,-0.0197413,0.719981
29.3442,0.703421,80.6635,0.588101,0.180916,0.788294
29.9323,0.884337,81.4518,0.702007,-0.0360079,0.711259
30.6343,0.848329,82.1631,0.714008,-0.0159017,0.699956
31.3483,0.832427,82.8631,0.678003,0.0410612,0.733911
32.0263,0.873488,83.597,0.640674,-0.0152986,0.767661
32.667,0.85819,84.3646,0.608133,0.0600283,0.791562
33.2751,0.918218,85.1562,0.651672,0.00528201,0.758483
33.9268,0.9235,85.9147,0.658237,0.000563886,0.752811
34.585,0.924064,86.6675,0.684773,0.0373078,0.727801
35.2698,0.961372,87.3953,0.734862,0.127623,0.666101
36.0047,1.08899,88.0614,0.601007,-0.0315378,0.798622
36.6057,1.05746,88.86,0.678292,0.0879039,0.729515
37.284,1.14536,89.5895,0.729419,0.148063,0.667851
38.0134,1.29342,90.2574,0.818746,0.0293772,0.573404
38.8321,1.3228,90.8308,0.79213,-0.0345778,0.609372
39.6242,1.28822,91.4401,0.727915,0.0392347,0.684544
40.3522,1.32746,92.1247,0.743674,-0.0896541,0.662504
41.0958,1.2378,92.7872,0.679129,0.055291,0.731934
41.775,1.29309,93.5191,0.69387,0.038659,0.719061
42.4688,1.33175,94.2382,0.749937,-0.0669321,0.658114
43.2188,1.26482,94.8963,0.747527,-0.0508436,0.662283
43.9663,1.21398,95.5586,0.789945,-0.088474,0.606762
44.7562,1.1255,96.1653,0.644157,-0.0441286,0.763619
45.4004,1.08138,96.929,0.781592,-0.0853213,0.617928
46.182,0.996054,97.5469,0.812908,0.0146771,0.582207
46.9949,1.01073,98.1291,0.650041,0.108755,0.752077
47.6449,1.11949,98.8812,0.801559,-0.0995858,0.589564
48.4465,1.0199,99.4707,0.766607,-0.0328733,0.641274
49.2131,0.987027,100.112,0.827723,-0.046025,0.559246
50.0408,0.941002,100.671,0.799079,-0.0122398,0.601101
50.8399,0.928763,101.272,0.738124,0.0350999,0.673751
51.578,0.963862,101.946,0.817671,0.12356,0.562269
52.3957,1.08742,102.508,0.747993,0.0440124,0.662245
53.1437,1.13144,103.171,0.803991,-0.0711568,0.590369
53.9477,1.06028,103.761,0.834624,0.00524652,0.550796
54.7823,1.06552,104.312,0.856643,0.0126505,0.515755
55.639,1.07818,104.828,0.693217,0.136577,0.70767
56.3322,1.21475,105.535,0.82536,-0.064659,0.560893
57.1575,1.15009,106.096,0.840421,-0.010324,0.541836
57.998,1.13977,106.638,0.814249,0.0861291,0.574091
58.8122,1.2259,107.212,0.798091,-0.105779,0.593179
59.6103,1.12012,107.805,0.835592,0.0236316,0.548842
60.4459,1.14375,108.354,0.847546,-0.0271106,0.530029
61.2934,1.11664,108.884,0.915051,-0.0338627,0.401914
62.2085,1.08278,109.286,0.88192,0.10715,0.459059
63.0904,1.18993,109.745,0.883254,-0.12777,0.45115
63.9737,1.06216,110.196,0.931322,-0.0224007,0.363506
64.905,1.03976,110.56,0.872131,0.0106022,0.489158
65.7771,1.05036,111.049,0.852536,-0.0345386,0.521526
66.6296,1.01582,111.57,0.868479,0.00569127,0.495692
67.4981,1.02151,112.066,0.92347,0.0645093,0.37821
68.4216,1.08602,112.444,0.930158,-0.00242056,0.367151
69.3518,1.0836,112.811,0.891455,0.00598836,0.45307
70.2432,1.08959,113.265,0.891828,-0.128651,0.433695
71.135,0.960939,113.698,0.836248,-0.15188,0.526899
71.9713,0.809059,114.225,0.930269,-0.026422,0.365926
72.9016,0.782637,114.591,0.915861,0.0724292,0.394908
73.8174,0.855066,114.986,0.897657,0.0915808,0.431074
74.7151,0.946647,115.417,0.918235,0.0737122,0.389115
75.6333,1.02036,115.806,0.90537,-0.00723089,0.424561
76.5387,1.01313,116.231,0.944875,0.0132405,0.327163
77.4836,1.02637,116.558,0.953128,-0.0222491,0.301748
78.4367,1.00412,116.86,0.903436,0.0586146,0.424697
79.3401,1.06273,117.284,0.918451,-0.0678632,0.389669
80.2586,0.994871,117.674,0.905423,0.0898885,0.414884
81.164,1.08476,118.089,0.927841,0.0118393,0.372787
82.0918,1.0966,118.462,0.89152,-0.149431,0.427625
82.9834,0.947168,118.889,0.977638,-0.0254083,0.208755
83.961,0.92176,119.098,0.933421,-0.0457616,0.355853
84.8944,0.875998,119.454,0.956983,-0.0743882,0.280446
85.8514,0.80161,119.734,0.901089,-0.161629,0.402385
86.7525,0.639981,120.137,0.949179,-0.0817101,0.303944
87.7017,0.558271,120.441,0.947809,-0.0369216,0.316692
88.6495,0.521349,120.757,0.980968,0.0472832,0.188323
89.6304,0.568632,120.946,0.934935,0.0758849,0.346609
90.5654,0.644517,121.292,0.963638,-0.0214175,0.266352
91.529,0.6231,121.559,0.967421,-0.0746515,0.241916
92.4964,0.548448,121.801,0.961693,-0.0203166,0.273377
93.4581,0.528132,122.074,0.948611,-0.0303367,0.314988
94.4067,0.497795,122.389,0.973158,0.0375746,0.227048
95.3799,0.53537,122.616,0.968228,0.0188828,0.249354
96.3481,0.554252,122.865,0.934218,0.0892969,0.345346
97.2823,0.643549,123.211,0.946051,-0.159955,0.281783
98.2284,0.483595,123.492,0.980103,-0.152338,0.127242
99.2085,0.331257,123.62,0.956082,-0.0241724,0.292101
100.165,0.307085,123.912,0.972481,0.0286431,0.231216
101.137,0.335728,124.143,0.922461,-0.0540033,0.382294
102.06,0.281724,124.525,0.977842,0.0205365,0.208336
103.037,0.302261,124.734,0.945378,0.0594883,0.320503
103.983,0.361749,125.054,0.987696,0.0827363,0.132711
104.97,0.444485,125.187,0.988817,0.0984824,0.111988
105.959,0.542968,125.299,0.973799,0.0657981,0.217685
106.933,0.608766,125.517,0.962866,-0.155439,0.220742
107.896,0.453327,125.737,0.998644,0.0473769,0.0215747
108.895,0.500704,125.759,0.973199,0.176238,0.147728
109.868,0.676942,125.907,0.98546,0.056071,0.160389
110.853,0.733013,126.067,0.969634,-0.0193026,0.243798
111.823,0.713711,126.311,0.990852,0.0767376,0.111008
112.814,0.790448,126.422,0.997571,0.0442236,0.0538129
113.811,0.834672,126.476,0.99273,-0.120356,-0.000980038
114.804,0.714316,126.475,0.994792,0.0856624,0.0552311
115.799,0.799978,126.53,0.996774,0.0795135,0.0108734
116.796,0.879492,126.541,0.995537,0.0730033,0.0598086
117.791,0.952495,126.601,0.999997,-0.00243951,0.000190514
118.791,0.950055,126.601,0.995007,-0.0870596,-0.0488009
119.786,0.862996,126.552,0.996424,-0.00495749,-0.0843529
120.783,0.858038,126.468,0.991867,0.0935169,0.0863431
121.774,0.951555,126.554,0.995358,-0.0704374,0.0655818
122.77,0.881118,126.619,0.999232,0.0365331,0.0141723
123.769,0.917651,126.634,0.994744,0.00689648,-0.102158
124.764,0.924547,126.531,0.985755,0.163099,-0.0410706
125.749,1.08765,126.49,0.993762,0.0810992,-0.0765521
126.743,1.16875,126.414,0,0,0
