r[0],r[1],r[2],t[0],t[1],t[2]
0,0,0,0.739619,-0.31805,0.593135
0.739619,-0.31805,0.593135,0.773665,0.222019,0.593422
1.51328,-0.0960303,1.18656,0.864784,0.197437,0.4617
2.37807,0.101407,1.64826,0.93063,0.365952,0.00256056
3.3087,0.467358,1.65082,0,0,0
